scan_record_id,raw_scan_id,count_control_mode,acquisition_state_id,lattice_state_id,UB_state_id,scan_variable_raw,pre_detector_status,split_role,discovery_runtime_status,pre_detector_reasons,source_point_count,usable_geometry_points,energy_order,admissible_windows,discovery_qc_reasons
SCAN-02R-77b71bd09c7eb4b4,104204,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,56,56,increasing,188,
SCAN-02R-78bcb97650a5c779,104057,time_controlled,ACQSTATE-02R-28209d72681aed75,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,56,0,not_evaluated,0,
SCAN-02R-79960ffd3b8a968b,104232,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-79e659b84aa4786d,104150,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,31,31,decreasing_reversed_with_provenance,88,
SCAN-02R-7a0b878c4f9bf5c8,104156,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,diagnostic_only_insufficient_geometry,not_applicable,not_evaluated,,5,5,insufficient,0,
SCAN-02R-7acd4c14a0007418,104209,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,excluded_other_detector_QC,,46,46,increasing,148,nuisance_field_fit_failure
SCAN-02R-7bf9711c804eecbc,104122,time_controlled,ACQSTATE-02R-6adc9825d6f4cc64,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,sgu,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-7d946974f8e94f38,104116,time_controlled,ACQSTATE-02R-108dfc3a3c6afd9c,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,sgl,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-7fc5c872db142199,104214,monitor_controlled,ACQSTATE-02R-72bc31d155544226,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,7,0,not_evaluated,0,
SCAN-02R-8345a5938afc1084,104235,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-84cb0b6150577fdc,104074,time_controlled,ACQSTATE-02R-c3afc250a187b5a4,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,51,0,not_evaluated,0,
SCAN-02R-8641a638f4880175,104099,monitor_controlled,ACQSTATE-02R-76ff5c324efb0d8a,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,en,eligible_for_split,discovery,discovery_usable,,25,25,decreasing_reversed_with_provenance,64,
SCAN-02R-87a18bddebeb7046,104184,monitor_controlled,ACQSTATE-02R-72bc31d155544226,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-87edbdf74d1e5fb1,104221,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-88b013f641209af6,104158,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,diagnostic_only_insufficient_geometry,not_applicable,not_evaluated,,5,5,insufficient,0,
SCAN-02R-89614c0503a95275,104223,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-8c948345fe20cada,104067,time_controlled,ACQSTATE-02R-03c418e03bbff8ef,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,16,0,not_evaluated,0,
SCAN-02R-8c953d28ca426172,104065,time_controlled,ACQSTATE-02R-adba83e7b042797b,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,ei,not_primary_energy_discovery,not_applicable,not_evaluated,,121,0,not_evaluated,0,
SCAN-02R-8ca6316615b8cbae,104093,monitor_controlled,ACQSTATE-02R-76ff5c324efb0d8a,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,en,eligible_for_split,discovery,discovery_usable,,49,49,decreasing_reversed_with_provenance,160,
SCAN-02R-8dcd5041a8a4e044,104095,monitor_controlled,ACQSTATE-02R-76ff5c324efb0d8a,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,en,eligible_for_split,discovery,discovery_usable,,25,25,decreasing_reversed_with_provenance,64,
SCAN-02R-8e62e3b1b9deee81,104217,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-8e9939a05c893131,104059,time_controlled,ACQSTATE-02R-28209d72681aed75,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,31,0,not_evaluated,0,
SCAN-02R-91de8f7a5ce6984b,104097,monitor_controlled,ACQSTATE-02R-76ff5c324efb0d8a,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,en,eligible_for_split,discovery,discovery_usable,,25,25,decreasing_reversed_with_provenance,64,
SCAN-02R-91f840c137c7a43c,104211,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,56,56,increasing,188,
SCAN-02R-920194e62af87181,104141,time_controlled,ACQSTATE-02R-763c392f103059d4,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,sgl,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-93657997ed968c54,104066,time_controlled,ACQSTATE-02R-c3afc250a187b5a4,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,101,0,not_evaluated,0,
SCAN-02R-936cf3ec1b1f48e0,104146,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ql,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-94943265720dfbae,104120,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ql,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-957a8834d758202b,104234,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-95f55247c2e05782,104051,time_controlled,ACQSTATE-02R-28209d72681aed75,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-a0737ac6a3eb4604,104180,monitor_controlled,ACQSTATE-02R-72bc31d155544226,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,31,0,not_evaluated,0,
SCAN-02R-a1d82bdc331e2df4,104203,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,56,56,increasing,188,
SCAN-02R-a37edad191409e00,104070,time_controlled,ACQSTATE-02R-c3afc250a187b5a4,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,1138,0,not_evaluated,0,
SCAN-02R-a4d537ac569af0ba,104058,time_controlled,ACQSTATE-02R-28209d72681aed75,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,61,0,not_evaluated,0,
SCAN-02R-a59dc960ac5aa7de,104060,time_controlled,ACQSTATE-02R-08c77f1cdd894d24,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,a1,not_primary_energy_discovery,not_applicable,not_evaluated,,11,0,not_evaluated,0,
SCAN-02R-a88a59b9d2315a05,104164,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,36,36,decreasing_reversed_with_provenance,108,
SCAN-02R-a9a9857e0e5183b2,104110,time_controlled,ACQSTATE-02R-76dbf689e6cbf1b2,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-abcd8030795bc9cb,104200,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,56,56,increasing,188,
SCAN-02R-ae86f327e3ed5623,104230,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-af1610dac9676d6c,104111,time_controlled,ACQSTATE-02R-76dbf689e6cbf1b2,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-b14e49e20117cb08,104228,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-b30351ae2c4fc24c,104126,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ql,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-b654b4eb1ebe23d6,104186,monitor_controlled,ACQSTATE-02R-26af9d97fec840cb,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ps_top,not_primary_energy_discovery,not_applicable,not_evaluated,,6,0,not_evaluated,0,
SCAN-02R-b704f6a14f738619,104168,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,20,20,increasing,44,
SCAN-02R-baae22000a534323,104207,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,51,51,increasing,168,
SCAN-02R-bc0f4f0c3548d67f,104104,time_controlled,ACQSTATE-02R-76dbf689e6cbf1b2,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,51,0,not_evaluated,0,
SCAN-02R-c09396a290b0d6b2,104127,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ql,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-c0c9b8b4b3c0d88f,104192,monitor_controlled,ACQSTATE-02R-1bcac31a192a56d2,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,pa_bottom,not_primary_energy_discovery,not_applicable,not_evaluated,,15,0,not_evaluated,0,
SCAN-02R-c18c53ef408b1d89,104083,time_controlled,ACQSTATE-02R-c0eac91ee4e36a39,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-c3dcce6e5bc72678,104179,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,11,11,increasing,9,
SCAN-02R-c5843105fb81b54c,104220,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-c676d8c64735e535,104160,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,diagnostic_only_insufficient_geometry,not_applicable,not_evaluated,,5,5,insufficient,0,
SCAN-02R-c74434b3ed5fc9b8,104233,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,holdout,not_evaluated,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-c74d6df747d6fccd,104189,monitor_controlled,ACQSTATE-02R-546c4f5ed876d928,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,pa_right,not_primary_energy_discovery,not_applicable,not_evaluated,,13,0,not_evaluated,0,
SCAN-02R-c7a73b4824a01210,104173,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,20,20,increasing,44,
SCAN-02R-c8f01d8d90de0c04,104194,monitor_controlled,ACQSTATE-02R-72bc31d155544226,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,31,0,not_evaluated,0,
SCAN-02R-c949f2ba4994924e,104044,time_controlled,ACQSTATE-02R-03c418e03bbff8ef,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,31,0,not_evaluated,0,
SCAN-02R-cb3c11e0b8e28580,104050,time_controlled,ACQSTATE-02R-99416886f2a6708c,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,m1,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-cb5dd7445a99bc3a,104084,time_controlled,ACQSTATE-02R-529ef1e7aa3e8091,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,ps_left,not_primary_energy_discovery,not_applicable,not_evaluated,,14,0,not_evaluated,0,
SCAN-02R-ccdf6f79b6e3b5fc,104056,time_controlled,ACQSTATE-02R-28209d72681aed75,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,61,0,not_evaluated,0,
SCAN-02R-cfcdc3a373b26fb0,104136,time_controlled,ACQSTATE-02R-9ab3f10f56634512,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-d24a90ed870ef8e6,104077,time_controlled,ACQSTATE-02R-c3afc250a187b5a4,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,30,0,not_evaluated,0,
SCAN-02R-d2b7e9ee069bd20e,104153,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,31,31,decreasing_reversed_with_provenance,88,
SCAN-02R-d453265e40ec7542,104092,time_controlled,ACQSTATE-02R-c0eac91ee4e36a39,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,41,0,not_evaluated,0,
SCAN-02R-d4d684343e0d7d6c,104068,time_controlled,ACQSTATE-02R-53df6374615f09d5,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,sgl,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-d5e00829a2a54fb6,104081,time_controlled,ACQSTATE-02R-c0eac91ee4e36a39,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-d7af0511d4c5b96e,104053,time_controlled,ACQSTATE-02R-28209d72681aed75,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,41,0,not_evaluated,0,
SCAN-02R-d934969a642de523,104188,monitor_controlled,ACQSTATE-02R-d4c7951e1191398f,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,pa_left,not_primary_energy_discovery,not_applicable,not_evaluated,,13,0,not_evaluated,0,
SCAN-02R-da644119c60690fc,104140,time_controlled,ACQSTATE-02R-763c392f103059d4,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,sgl,not_primary_energy_discovery,not_applicable,not_evaluated,,2,0,not_evaluated,0,
SCAN-02R-dc90a5b672d54c2c,104121,time_controlled,ACQSTATE-02R-6adc9825d6f4cc64,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,sgu,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-e1e2bf2dafefa081,104145,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ql,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-e3abafe2717105f3,104088,time_controlled,ACQSTATE-02R-e97b44628314d841,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,pa_left,not_primary_energy_discovery,not_applicable,not_evaluated,,14,0,not_evaluated,0,
SCAN-02R-e4b1e60e94f6a5b7,104086,time_controlled,ACQSTATE-02R-ee0ae71d1e3d66e5,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,ps_top,not_primary_energy_discovery,not_applicable,not_evaluated,,29,0,not_evaluated,0,
SCAN-02R-e56a9b34b0768e57,104178,monitor_controlled,ACQSTATE-02R-1f2cf8c8f4f60684,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,11,0,not_evaluated,0,
SCAN-02R-e5f864cf4587fc19,104063,time_controlled,ACQSTATE-02R-adba83e7b042797b,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,ei,not_primary_energy_discovery,not_applicable,not_evaluated,,121,0,not_evaluated,0,
SCAN-02R-e731681e22986e49,104085,time_controlled,ACQSTATE-02R-3ee91d21cbc1f09d,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,ps_right,not_primary_energy_discovery,not_applicable,not_evaluated,,14,0,not_evaluated,0,
SCAN-02R-e772d925e68f4477,104213,monitor_controlled,ACQSTATE-02R-72bc31d155544226,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,16,0,not_evaluated,0,
SCAN-02R-e7c2e1a042f607c2,104162,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,diagnostic_only_insufficient_geometry,not_applicable,not_evaluated,,5,5,insufficient,0,
SCAN-02R-e99f0bd2152d59b1,104073,time_controlled,ACQSTATE-02R-53df6374615f09d5,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,sgl,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-eb5b106ace121b92,104123,time_controlled,ACQSTATE-02R-763c392f103059d4,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,sgl,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-eb6fd74d04998612,104138,time_controlled,ACQSTATE-02R-9ab3f10f56634512,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s1,not_primary_energy_discovery,not_applicable,not_evaluated,,31,0,not_evaluated,0,
SCAN-02R-ebc55d8b20e3cec0,104202,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,56,56,increasing,188,
SCAN-02R-ebcf02322ed12a94,104139,time_controlled,ACQSTATE-02R-b456d493f62e0335,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,s2,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-ed685e6e0b6d3265,104196,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,diagnostic_only_insufficient_geometry,not_applicable,not_evaluated,,1,1,insufficient,0,
SCAN-02R-eea1fadd4abbd144,104231,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-ef6a11424f751d3f,104149,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,31,31,decreasing_reversed_with_provenance,88,
SCAN-02R-f36bb8e354cf21b7,104219,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-f380a5a0600b447a,104218,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-f4c54e6724ab8666,104048,time_controlled,ACQSTATE-02R-03c418e03bbff8ef,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,24,0,not_evaluated,0,
SCAN-02R-f4da1c738ba8c661,104064,time_controlled,ACQSTATE-02R-adba83e7b042797b,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,ei,not_primary_energy_discovery,not_applicable,not_evaluated,,121,0,not_evaluated,0,
SCAN-02R-f52305deb1f82a3a,104161,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,diagnostic_only_insufficient_geometry,not_applicable,not_evaluated,,5,5,insufficient,0,
SCAN-02R-f565bb6e9ffba8d0,104142,time_controlled,ACQSTATE-02R-6adc9825d6f4cc64,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,sgu,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-f56f915bc229d6aa,104225,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-f71173d3ec0c732c,104148,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,31,31,decreasing_reversed_with_provenance,88,
SCAN-02R-f7776e64b8dc4ae4,104132,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,ql,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-f87c8c3cd06321c2,104226,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
SCAN-02R-facac32c4f9e5032,104118,time_controlled,ACQSTATE-02R-6c0bdd080b2c5a8d,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-fb555611767fe647,104131,time_controlled,ACQSTATE-02R-6c0bdd080b2c5a8d,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,qk,not_primary_energy_discovery,not_applicable,not_evaluated,,21,0,not_evaluated,0,
SCAN-02R-fb62d31e5c3c1dbf,104172,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,20,20,increasing,44,
SCAN-02R-fede66c26a275769,104237,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,en,eligible_for_split,discovery,discovery_usable,,26,26,decreasing_reversed_with_provenance,68,
