scan_record_id,point_index,discovery_runtime_status,high_rate_status,detector_counts_per_second,qc_reasons
SCAN-02R-26c5588a4a75efc2,24,discovery_usable,normal_rate_diagnostic,0.2549211735933529,
SCAN-02R-26c5588a4a75efc2,25,discovery_usable,normal_rate_diagnostic,0.07933233903468409,
SCAN-02R-26c5588a4a75efc2,26,discovery_usable,normal_rate_diagnostic,0.22382587890248137,
SCAN-02R-26c5588a4a75efc2,27,discovery_usable,normal_rate_diagnostic,0.0895756354271638,
SCAN-02R-26c5588a4a75efc2,28,discovery_usable,normal_rate_diagnostic,0.1449884734163634,
SCAN-02R-26c5588a4a75efc2,29,discovery_usable,normal_rate_diagnostic,0.12769036505256587,
SCAN-02R-26c5588a4a75efc2,30,discovery_usable,normal_rate_diagnostic,0.16080767402186985,
SCAN-02R-26c5588a4a75efc2,31,discovery_usable,normal_rate_diagnostic,0.09579068367179376,
SCAN-02R-26c5588a4a75efc2,32,discovery_usable,normal_rate_diagnostic,0.18901677523880245,
SCAN-02R-26c5588a4a75efc2,33,discovery_usable,normal_rate_diagnostic,0.12677823151039583,
SCAN-02R-26c5588a4a75efc2,34,discovery_usable,normal_rate_diagnostic,0.17037114699098344,
SCAN-02R-26c5588a4a75efc2,35,discovery_usable,normal_rate_diagnostic,0.1411958000667471,
SCAN-02R-26c5588a4a75efc2,36,discovery_usable,normal_rate_diagnostic,0.11267394039548555,
SCAN-02R-26c5588a4a75efc2,37,discovery_usable,normal_rate_diagnostic,0.11610143599144515,
SCAN-02R-26c5588a4a75efc2,38,discovery_usable,normal_rate_diagnostic,0.11967305321860676,
SCAN-02R-26c5588a4a75efc2,39,discovery_usable,normal_rate_diagnostic,0.1878452390037158,
SCAN-02R-26c5588a4a75efc2,40,discovery_usable,normal_rate_diagnostic,0.14989219292278247,
SCAN-02R-26c5588a4a75efc2,41,discovery_usable,normal_rate_diagnostic,0.22697224696850193,
SCAN-02R-26c5588a4a75efc2,42,discovery_usable,normal_rate_diagnostic,0.2986593513561347,
SCAN-02R-26c5588a4a75efc2,43,discovery_usable,normal_rate_diagnostic,0.44541995588732486,
SCAN-02R-26c5588a4a75efc2,44,discovery_usable,normal_rate_diagnostic,0.4088540184139569,
SCAN-02R-26c5588a4a75efc2,45,discovery_usable,normal_rate_diagnostic,0.43954726631569485,
SCAN-02R-26c5588a4a75efc2,46,discovery_usable,normal_rate_diagnostic,0.32704571906772734,
SCAN-02R-26c5588a4a75efc2,47,discovery_usable,normal_rate_diagnostic,0.2447629955296117,
SCAN-02R-26c5588a4a75efc2,48,discovery_usable,normal_rate_diagnostic,0.36888582983566587,
SCAN-02R-26c5588a4a75efc2,49,discovery_usable,normal_rate_diagnostic,0.1143309441097577,
SCAN-02R-26c5588a4a75efc2,50,discovery_usable,normal_rate_diagnostic,0.11678503767398808,
SCAN-02R-26c5588a4a75efc2,51,discovery_usable,normal_rate_diagnostic,0.1106717348645761,
SCAN-02R-26c5588a4a75efc2,52,discovery_usable,normal_rate_diagnostic,0.08842403112525896,
SCAN-02R-26c5588a4a75efc2,53,discovery_usable,normal_rate_diagnostic,0.07952685705675287,
SCAN-02R-26c5588a4a75efc2,54,discovery_usable,normal_rate_diagnostic,0.14490833512743653,
SCAN-02R-26c5588a4a75efc2,55,discovery_usable,normal_rate_diagnostic,0.0853017040030871,
SCAN-02R-2a0e91f43e0fe127,0,discovery_usable,normal_rate_diagnostic,0.17341391299823986,
SCAN-02R-2a0e91f43e0fe127,1,discovery_usable,normal_rate_diagnostic,0.16029066039752082,
SCAN-02R-2a0e91f43e0fe127,2,discovery_usable,normal_rate_diagnostic,0.14768470657733979,
SCAN-02R-2a0e91f43e0fe127,3,discovery_usable,normal_rate_diagnostic,0.2885291065370457,
SCAN-02R-2a0e91f43e0fe127,4,discovery_usable,normal_rate_diagnostic,0.3447962110727472,
SCAN-02R-2a0e91f43e0fe127,5,discovery_usable,normal_rate_diagnostic,0.49126747007278776,
SCAN-02R-2a0e91f43e0fe127,6,discovery_usable,normal_rate_diagnostic,0.49440447436049295,
SCAN-02R-2a0e91f43e0fe127,7,discovery_usable,normal_rate_diagnostic,0.43067713212097725,
SCAN-02R-2a0e91f43e0fe127,8,discovery_usable,normal_rate_diagnostic,0.4454416471442241,
SCAN-02R-2a0e91f43e0fe127,9,discovery_usable,normal_rate_diagnostic,0.4331150661355308,
SCAN-02R-2a0e91f43e0fe127,10,discovery_usable,normal_rate_diagnostic,0.20759449874578326,
SCAN-02R-2a0e91f43e0fe127,11,discovery_usable,normal_rate_diagnostic,0.2458210422812193,
SCAN-02R-2a0e91f43e0fe127,12,discovery_usable,normal_rate_diagnostic,0.16195594798214888,
SCAN-02R-2a0e91f43e0fe127,13,discovery_usable,normal_rate_diagnostic,0.20608933366469265,
SCAN-02R-2a0e91f43e0fe127,14,discovery_usable,normal_rate_diagnostic,0.2114638272464922,
SCAN-02R-2a0e91f43e0fe127,15,discovery_usable,normal_rate_diagnostic,0.10874640976926571,
SCAN-02R-2a0e91f43e0fe127,16,discovery_usable,normal_rate_diagnostic,0.19608227612306123,
SCAN-02R-2a0e91f43e0fe127,17,discovery_usable,normal_rate_diagnostic,0.2522135053694928,
SCAN-02R-2a0e91f43e0fe127,18,discovery_usable,normal_rate_diagnostic,0.18808861660822482,
SCAN-02R-2a0e91f43e0fe127,19,discovery_usable,normal_rate_diagnostic,0.2106722483486014,
SCAN-02R-2a0e91f43e0fe127,20,discovery_usable,normal_rate_diagnostic,0.24935064935064935,
SCAN-02R-2a0e91f43e0fe127,21,discovery_usable,normal_rate_diagnostic,0.2837080644017306,
SCAN-02R-2a0e91f43e0fe127,22,discovery_usable,normal_rate_diagnostic,0.2120425547471941,
SCAN-02R-2a0e91f43e0fe127,23,discovery_usable,normal_rate_diagnostic,0.3002371873780286,
SCAN-02R-2a0e91f43e0fe127,24,discovery_usable,normal_rate_diagnostic,0.2174031197347682,
SCAN-02R-2a0e91f43e0fe127,25,discovery_usable,normal_rate_diagnostic,0.262339913030344,
SCAN-02R-2a0e91f43e0fe127,26,discovery_usable,normal_rate_diagnostic,0.3445595647331266,
SCAN-02R-2a0e91f43e0fe127,27,discovery_usable,normal_rate_diagnostic,0.2834444803124188,
SCAN-02R-2a0e91f43e0fe127,28,discovery_usable,normal_rate_diagnostic,0.25139984001828364,
SCAN-02R-2a0e91f43e0fe127,29,discovery_usable,normal_rate_diagnostic,0.24410270066351553,
SCAN-02R-2a0e91f43e0fe127,30,discovery_usable,normal_rate_diagnostic,0.2681101135482562,
SCAN-02R-2f690557cfd20bec,0,discovery_usable,normal_rate_diagnostic,0.16956284187322979,
SCAN-02R-2f690557cfd20bec,1,discovery_usable,normal_rate_diagnostic,0.18924937389998803,
SCAN-02R-2f690557cfd20bec,2,discovery_usable,normal_rate_diagnostic,0.13684996267728292,
SCAN-02R-2f690557cfd20bec,3,discovery_usable,normal_rate_diagnostic,0.17491269443958576,
SCAN-02R-2f690557cfd20bec,4,discovery_usable,normal_rate_diagnostic,0.23956294370270823,
SCAN-02R-2f690557cfd20bec,5,discovery_usable,normal_rate_diagnostic,0.17824799471005953,
SCAN-02R-2f690557cfd20bec,6,discovery_usable,normal_rate_diagnostic,0.26330109357720866,
SCAN-02R-2f690557cfd20bec,7,discovery_usable,normal_rate_diagnostic,0.25121779357250085,
SCAN-02R-2f690557cfd20bec,8,discovery_usable,normal_rate_diagnostic,0.20004125850956758,
SCAN-02R-2f690557cfd20bec,9,discovery_usable,normal_rate_diagnostic,0.20047613081067533,
SCAN-02R-2f690557cfd20bec,10,discovery_usable,normal_rate_diagnostic,0.2568198189733471,
SCAN-02R-2f690557cfd20bec,11,discovery_usable,normal_rate_diagnostic,0.23255375448608762,
SCAN-02R-2f690557cfd20bec,12,discovery_usable,normal_rate_diagnostic,0.22179916085984142,
SCAN-02R-2f690557cfd20bec,13,discovery_usable,normal_rate_diagnostic,0.2547619752940131,
SCAN-02R-2f690557cfd20bec,14,discovery_usable,normal_rate_diagnostic,0.24999305574845143,
SCAN-02R-2f690557cfd20bec,15,discovery_usable,normal_rate_diagnostic,0.2342371416822391,
SCAN-02R-2f690557cfd20bec,16,discovery_usable,normal_rate_diagnostic,0.26074834775806566,
SCAN-02R-2f690557cfd20bec,17,discovery_usable,normal_rate_diagnostic,0.17535749015606816,
SCAN-02R-2f690557cfd20bec,18,discovery_usable,normal_rate_diagnostic,0.24734108335394508,
SCAN-02R-2f690557cfd20bec,19,discovery_usable,normal_rate_diagnostic,0.27943036849244773,
SCAN-02R-2f690557cfd20bec,20,discovery_usable,normal_rate_diagnostic,0.29205332328418676,
SCAN-02R-2f690557cfd20bec,21,discovery_usable,normal_rate_diagnostic,0.2567235420242176,
SCAN-02R-2f690557cfd20bec,22,discovery_usable,normal_rate_diagnostic,0.25317271442578126,
SCAN-02R-2f690557cfd20bec,23,discovery_usable,normal_rate_diagnostic,0.2036840240878498,
SCAN-02R-2f690557cfd20bec,24,discovery_usable,normal_rate_diagnostic,0.31538582840703233,
SCAN-02R-2f690557cfd20bec,25,discovery_usable,normal_rate_diagnostic,11.759888364548589,
SCAN-02R-306a96179bd778b6,0,discovery_usable,normal_rate_diagnostic,8.893713749834358,
SCAN-02R-306a96179bd778b6,1,discovery_usable,normal_rate_diagnostic,0.3232616117040295,
SCAN-02R-306a96179bd778b6,2,discovery_usable,normal_rate_diagnostic,0.2353349881492024,
SCAN-02R-306a96179bd778b6,3,discovery_usable,normal_rate_diagnostic,0.26116782644527375,
SCAN-02R-306a96179bd778b6,4,discovery_usable,normal_rate_diagnostic,0.29942988549801175,
SCAN-02R-306a96179bd778b6,5,discovery_usable,normal_rate_diagnostic,0.2433869971980814,
SCAN-02R-306a96179bd778b6,6,discovery_usable,normal_rate_diagnostic,0.22485914180902394,
SCAN-02R-306a96179bd778b6,7,discovery_usable,normal_rate_diagnostic,0.24279589883041747,
SCAN-02R-306a96179bd778b6,8,discovery_usable,normal_rate_diagnostic,0.38375568900977564,
SCAN-02R-306a96179bd778b6,9,discovery_usable,normal_rate_diagnostic,0.24718901720182032,
SCAN-02R-306a96179bd778b6,10,discovery_usable,normal_rate_diagnostic,0.351575456053068,
SCAN-02R-306a96179bd778b6,11,discovery_usable,normal_rate_diagnostic,0.34640481290605357,
SCAN-02R-306a96179bd778b6,12,discovery_usable,normal_rate_diagnostic,0.33280890717657025,
SCAN-02R-306a96179bd778b6,13,discovery_usable,normal_rate_diagnostic,0.2891302649058373,
SCAN-02R-306a96179bd778b6,14,discovery_usable,normal_rate_diagnostic,0.2542204568023833,
SCAN-02R-306a96179bd778b6,15,discovery_usable,normal_rate_diagnostic,0.2378404090855036,
SCAN-02R-306a96179bd778b6,16,discovery_usable,normal_rate_diagnostic,0.3162180323332938,
SCAN-02R-306a96179bd778b6,17,discovery_usable,normal_rate_diagnostic,0.22228220313417907,
SCAN-02R-306a96179bd778b6,18,discovery_usable,normal_rate_diagnostic,0.34138431339079967,
SCAN-02R-306a96179bd778b6,19,discovery_usable,normal_rate_diagnostic,0.2971547433325904,
SCAN-02R-306a96179bd778b6,20,discovery_usable,normal_rate_diagnostic,0.18923403883664738,
SCAN-02R-306a96179bd778b6,21,discovery_usable,normal_rate_diagnostic,0.31032036883792413,
SCAN-02R-306a96179bd778b6,22,discovery_usable,normal_rate_diagnostic,0.22993791676247413,
SCAN-02R-306a96179bd778b6,23,discovery_usable,normal_rate_diagnostic,0.22088638550985312,
SCAN-02R-306a96179bd778b6,24,discovery_usable,normal_rate_diagnostic,0.27986790235009074,
SCAN-02R-306a96179bd778b6,25,discovery_usable,normal_rate_diagnostic,0.28732650666836934,
SCAN-02R-306a96179bd778b6,26,discovery_usable,normal_rate_diagnostic,0.2629238680740827,
SCAN-02R-306a96179bd778b6,27,discovery_usable,normal_rate_diagnostic,0.15706453856682348,
SCAN-02R-306a96179bd778b6,28,discovery_usable,normal_rate_diagnostic,0.18939807833795905,
SCAN-02R-306a96179bd778b6,29,discovery_usable,normal_rate_diagnostic,0.3091501247384805,
SCAN-02R-306a96179bd778b6,30,discovery_usable,normal_rate_diagnostic,0.154082125773037,
SCAN-02R-306a96179bd778b6,31,discovery_usable,normal_rate_diagnostic,0.15193580021823505,
SCAN-02R-306a96179bd778b6,32,discovery_usable,normal_rate_diagnostic,0.2455594663174265,
SCAN-02R-306a96179bd778b6,33,discovery_usable,normal_rate_diagnostic,0.24187859038532603,
SCAN-02R-306a96179bd778b6,34,discovery_usable,normal_rate_diagnostic,0.18496865441909932,
SCAN-02R-306a96179bd778b6,35,discovery_usable,normal_rate_diagnostic,0.1682314346906159,
SCAN-02R-306a96179bd778b6,36,discovery_usable,normal_rate_diagnostic,0.1574793229648947,
SCAN-02R-306a96179bd778b6,37,discovery_usable,normal_rate_diagnostic,0.12944983818770228,
SCAN-02R-306a96179bd778b6,38,discovery_usable,normal_rate_diagnostic,0.18081111867839125,
SCAN-02R-306a96179bd778b6,39,discovery_usable,normal_rate_diagnostic,0.12444886929313043,
SCAN-02R-306a96179bd778b6,40,discovery_usable,normal_rate_diagnostic,0.20312699499727227,
