scan_record_id,count_control_mode,acquisition_state_id,pre_detector_status,split_role,assignment_sha256,stratum_size,stratum_holdout_count,holdout_status,holdout_backfill
SCAN-02R-af1610dac9676d6c,time_controlled,ACQSTATE-02R-76dbf689e6cbf1b2,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-b14e49e20117cb08,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,holdout,31065614cbb880cfc50f10cb8ef37420d1dacccc09adf1b4d1c07a18e00d99da,65,16,available,false
SCAN-02R-b30351ae2c4fc24c,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-b654b4eb1ebe23d6,monitor_controlled,ACQSTATE-02R-26af9d97fec840cb,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-b704f6a14f738619,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,a49d53961700354dda41526c2991e00f95de71f39318a33d4399d42bf87eda46,65,16,available,false
SCAN-02R-baae22000a534323,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,holdout,30b482575c8b46b28684db8444e93deea1763937f4e0fd83fc749ac0d8a28e64,65,16,available,false
SCAN-02R-bc0f4f0c3548d67f,time_controlled,ACQSTATE-02R-76dbf689e6cbf1b2,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-c09396a290b0d6b2,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-c0c9b8b4b3c0d88f,monitor_controlled,ACQSTATE-02R-1bcac31a192a56d2,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-c18c53ef408b1d89,time_controlled,ACQSTATE-02R-c0eac91ee4e36a39,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-c3dcce6e5bc72678,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,ea8af63945e414e08bc6bc4f5822f956ffe68cbef64837f8e37d1ae0696309b9,65,16,available,false
SCAN-02R-c5843105fb81b54c,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,5dbd9c4d0d387632a786e20bb7f4a7ef9f2bac6409fe808b6c7705b86a5750fa,65,16,available,false
SCAN-02R-c676d8c64735e535,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,diagnostic_only_insufficient_geometry,not_applicable,,0,0,not_applicable,false
SCAN-02R-c74434b3ed5fc9b8,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,holdout,291441b061f0160bc9c6258a47bc207abf4dcad90d7d7c3d3b89f23c8ef177c3,65,16,available,false
SCAN-02R-c74d6df747d6fccd,monitor_controlled,ACQSTATE-02R-546c4f5ed876d928,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-c7a73b4824a01210,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,ea2d63028f03da0d297ffb756fcb5cc0f3e9c76332169dae70403dd04504e45d,65,16,available,false
SCAN-02R-c8f01d8d90de0c04,monitor_controlled,ACQSTATE-02R-72bc31d155544226,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-c949f2ba4994924e,time_controlled,ACQSTATE-02R-03c418e03bbff8ef,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-cb3c11e0b8e28580,time_controlled,ACQSTATE-02R-99416886f2a6708c,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-cb5dd7445a99bc3a,time_controlled,ACQSTATE-02R-529ef1e7aa3e8091,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-ccdf6f79b6e3b5fc,time_controlled,ACQSTATE-02R-28209d72681aed75,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-cfcdc3a373b26fb0,time_controlled,ACQSTATE-02R-9ab3f10f56634512,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-d24a90ed870ef8e6,time_controlled,ACQSTATE-02R-c3afc250a187b5a4,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-d2b7e9ee069bd20e,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,fcf75781f5a97f7b3e1123da3dd3b9d907978b78516cc593f1a28eb3ba966a9f,65,16,available,false
SCAN-02R-d453265e40ec7542,time_controlled,ACQSTATE-02R-c0eac91ee4e36a39,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-d4d684343e0d7d6c,time_controlled,ACQSTATE-02R-53df6374615f09d5,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-d5e00829a2a54fb6,time_controlled,ACQSTATE-02R-c0eac91ee4e36a39,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-d7af0511d4c5b96e,time_controlled,ACQSTATE-02R-28209d72681aed75,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-d934969a642de523,monitor_controlled,ACQSTATE-02R-d4c7951e1191398f,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-da644119c60690fc,time_controlled,ACQSTATE-02R-763c392f103059d4,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-dc90a5b672d54c2c,time_controlled,ACQSTATE-02R-6adc9825d6f4cc64,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e1e2bf2dafefa081,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e3abafe2717105f3,time_controlled,ACQSTATE-02R-e97b44628314d841,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e4b1e60e94f6a5b7,time_controlled,ACQSTATE-02R-ee0ae71d1e3d66e5,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e56a9b34b0768e57,monitor_controlled,ACQSTATE-02R-1f2cf8c8f4f60684,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e5f864cf4587fc19,time_controlled,ACQSTATE-02R-adba83e7b042797b,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e731681e22986e49,time_controlled,ACQSTATE-02R-3ee91d21cbc1f09d,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e772d925e68f4477,monitor_controlled,ACQSTATE-02R-72bc31d155544226,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-e7c2e1a042f607c2,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,diagnostic_only_insufficient_geometry,not_applicable,,0,0,not_applicable,false
SCAN-02R-e99f0bd2152d59b1,time_controlled,ACQSTATE-02R-53df6374615f09d5,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-eb5b106ace121b92,time_controlled,ACQSTATE-02R-763c392f103059d4,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-eb6fd74d04998612,time_controlled,ACQSTATE-02R-9ab3f10f56634512,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-ebc55d8b20e3cec0,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,d390a17eeaf4cb5e0b094326b84af6c78f621bcd24fef15fa571ab3ad1e07f40,65,16,available,false
SCAN-02R-ebcf02322ed12a94,time_controlled,ACQSTATE-02R-b456d493f62e0335,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-ed685e6e0b6d3265,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,diagnostic_only_insufficient_geometry,not_applicable,,0,0,not_applicable,false
SCAN-02R-eea1fadd4abbd144,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,a7dab994ae143ec38c3c15065b211e92607769a7bb3e8ff3c997391220b85cef,65,16,available,false
SCAN-02R-ef6a11424f751d3f,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,987c33a81c84305399690cdfedb57d42bf57bee7aa80202c7d0ac75b67dde767,65,16,available,false
SCAN-02R-f36bb8e354cf21b7,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,595958f75da8d02f3cf4ca1fbaadd23c5a1a2b965811375d2f4e4cfa84fd26b9,65,16,available,false
SCAN-02R-f380a5a0600b447a,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,c74585964e49662a6c6d9035e32415e34664d0a2a96794d21ac4939217a5dfd8,65,16,available,false
SCAN-02R-f4c54e6724ab8666,time_controlled,ACQSTATE-02R-03c418e03bbff8ef,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-f4da1c738ba8c661,time_controlled,ACQSTATE-02R-adba83e7b042797b,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-f52305deb1f82a3a,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,diagnostic_only_insufficient_geometry,not_applicable,,0,0,not_applicable,false
SCAN-02R-f565bb6e9ffba8d0,time_controlled,ACQSTATE-02R-6adc9825d6f4cc64,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-f56f915bc229d6aa,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,51c7e3b0a625fb3be90057a4e8686974d2703ad2b47746db72a45688fa6204f8,65,16,available,false
SCAN-02R-f71173d3ec0c732c,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,b6435651253ec7f5236207805a70099a786cf6ff23e2e091ff58a3668b0f4cb3,65,16,available,false
SCAN-02R-f7776e64b8dc4ae4,time_controlled,ACQSTATE-02R-b89c4bffa1f47288,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-f87c8c3cd06321c2,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,d8ce3a1d55b8370d43dfffe2db7e20449cc1319dbd85bdf25a1b76d1c40678d9,65,16,available,false
SCAN-02R-facac32c4f9e5032,time_controlled,ACQSTATE-02R-6c0bdd080b2c5a8d,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-fb555611767fe647,time_controlled,ACQSTATE-02R-6c0bdd080b2c5a8d,not_primary_energy_discovery,not_applicable,,0,0,not_applicable,false
SCAN-02R-fb62d31e5c3c1dbf,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,81ea09f6adbd6ae7fd968f3372396a9e9b52d2bab68b49a596db67241966388a,65,16,available,false
SCAN-02R-fede66c26a275769,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,eligible_for_split,discovery,fba8e0b539a05415ebdbf3648397c5d101e483fd34fbad30f416ebe0a190e985,65,16,available,false
