scan_record_id,point_index,analysis_point_index,file_record_id,source_data_line_number,energy_transfer_meV,detector_counts,monitor_counts,time_exposure,exposure_value,exposure_type,count_control_mode,acquisition_state_id,lattice_state_id,UB_state_id,display_rate,display_sigma_rate,likelihood_model,likelihood_detector_counts,likelihood_exposure,QC_flags,split_role
SCAN-02R-4ad1398a663b7933,31,24,FILE-02R-cfd92f7a26e7ac76,63,23.9985,20.0,750004.0,124.131,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.666652444520296e-05,5.962816138313368e-06,Poisson_E_times_lambda,20.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,30,25,FILE-02R-cfd92f7a26e7ac76,62,24.9976,25.0,750001.0,124.678,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.333328888894815e-05,6.666657777789629e-06,Poisson_E_times_lambda,25.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,29,26,FILE-02R-cfd92f7a26e7ac76,61,25.9976,19.0,750004.0,128.214,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.533319822294281e-05,5.811834261604837e-06,Poisson_E_times_lambda,19.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,28,27,FILE-02R-cfd92f7a26e7ac76,60,26.9983,32.0,750006.0,132.388,750006.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,4.266632533606398e-05,7.5424119933605605e-06,Poisson_E_times_lambda,32.0,750006.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,27,28,FILE-02R-cfd92f7a26e7ac76,59,27.998,15.0,750005.0,136.427,750005.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,1.999986666755555e-05,5.163943368654099e-06,Poisson_E_times_lambda,15.0,750005.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,26,29,FILE-02R-cfd92f7a26e7ac76,58,28.9983,26.0,750004.0,139.778,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.4666481778763846e-05,6.798656425289444e-06,Poisson_E_times_lambda,26.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,25,30,FILE-02R-cfd92f7a26e7ac76,57,29.9986,17.0,750003.0,143.45,750003.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.2666576000362664e-05,5.497452177681503e-06,Poisson_E_times_lambda,17.0,750003.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,24,31,FILE-02R-cfd92f7a26e7ac76,56,30.9985,12.0,750004.0,146.114,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,1.5999914667121774e-05,4.618777520036899e-06,Poisson_E_times_lambda,12.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,23,32,FILE-02R-cfd92f7a26e7ac76,55,31.9978,7.0,750001.0,148.224,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,9.333320888905481e-06,3.5276637112011727e-06,Poisson_E_times_lambda,7.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,22,33,FILE-02R-cfd92f7a26e7ac76,54,32.998,14.0,750001.0,150.351,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,1.8666641777810962e-05,4.988869863872104e-06,Poisson_E_times_lambda,14.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,21,34,FILE-02R-cfd92f7a26e7ac76,53,33.9965,12.0,750003.0,152.795,750003.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,1.5999936000255998e-05,4.618783678382292e-06,Poisson_E_times_lambda,12.0,750003.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,20,35,FILE-02R-cfd92f7a26e7ac76,52,34.997,26.0,750000.0,156.052,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.4666666666666665e-05,6.798692684790379e-06,Poisson_E_times_lambda,26.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,19,36,FILE-02R-cfd92f7a26e7ac76,51,35.9951,20.0,750001.0,160.311,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.6666631111158517e-05,5.96283998954612e-06,Poisson_E_times_lambda,20.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,18,37,FILE-02R-cfd92f7a26e7ac76,50,36.996,21.0,750000.0,164.886,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.8e-05,6.110100926607786e-06,Poisson_E_times_lambda,21.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,17,38,FILE-02R-cfd92f7a26e7ac76,49,37.9975,23.0,750001.0,166.22,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.06666257778323e-05,6.394433505172286e-06,Poisson_E_times_lambda,23.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,16,39,FILE-02R-cfd92f7a26e7ac76,48,38.9959,29.0,750001.0,170.693,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.866661511117985e-05,7.180210169232446e-06,Poisson_E_times_lambda,29.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,15,40,FILE-02R-cfd92f7a26e7ac76,47,39.9951,34.0,750007.0,171.707,750007.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,4.533291022617122e-05,7.774529964180735e-06,Poisson_E_times_lambda,34.0,750007.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,14,41,FILE-02R-cfd92f7a26e7ac76,46,40.9971,73.0,750004.0,177.155,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,9.73328142249908e-05,1.1391944236720778e-05,Poisson_E_times_lambda,73.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,13,42,FILE-02R-cfd92f7a26e7ac76,45,41.9974,56.0,750000.0,180.271,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,7.466666666666666e-05,9.977753031397176e-06,Poisson_E_times_lambda,56.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,12,43,FILE-02R-cfd92f7a26e7ac76,44,42.9958,85.0,750000.0,186.784,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,0.00011333333333333333,1.2292725943057183e-05,Poisson_E_times_lambda,85.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,11,44,FILE-02R-cfd92f7a26e7ac76,43,43.9969,86.0,750001.0,191.944,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,0.00011466651377798163,1.236480817425004e-05,Poisson_E_times_lambda,86.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,10,45,FILE-02R-cfd92f7a26e7ac76,42,44.996,76.0,750002.0,200.877,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,0.0001013330631118317,1.1623699519576413e-05,Poisson_E_times_lambda,76.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,9,46,FILE-02R-cfd92f7a26e7ac76,41,45.9968,114.0,750001.0,207.627,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,0.00015199979733360357,1.4236085354594609e-05,Poisson_E_times_lambda,114.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,8,47,FILE-02R-cfd92f7a26e7ac76,40,46.9974,39.0,750002.0,216.457,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.199986133370311e-05,8.326641793486416e-06,Poisson_E_times_lambda,39.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,7,48,FILE-02R-cfd92f7a26e7ac76,39,47.9978,30.0,750000.0,221.421,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,4e-05,7.3029674334022146e-06,Poisson_E_times_lambda,30.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,6,49,FILE-02R-cfd92f7a26e7ac76,38,48.9957,27.0,750001.0,227.748,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.5999952000064e-05,6.928193992683519e-06,Poisson_E_times_lambda,27.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,5,50,FILE-02R-cfd92f7a26e7ac76,37,49.9983,25.0,750001.0,229.965,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,3.333328888894815e-05,6.666657777789629e-06,Poisson_E_times_lambda,25.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,4,51,FILE-02R-cfd92f7a26e7ac76,36,50.9977,34.0,750001.0,235.313,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,4.533327288896948e-05,7.774592160337521e-06,Poisson_E_times_lambda,34.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,3,52,FILE-02R-cfd92f7a26e7ac76,35,51.9928,21.0,750003.0,234.805,750003.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.7999888000448e-05,6.110076486301841e-06,Poisson_E_times_lambda,21.0,750003.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,2,53,FILE-02R-cfd92f7a26e7ac76,34,52.9914,33.0,750001.0,238.48,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,4.399994133341155e-05,7.659406649508506e-06,Poisson_E_times_lambda,33.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,1,54,FILE-02R-cfd92f7a26e7ac76,33,53.9899,31.0,750000.0,238.852,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,4.133333333333333e-05,7.423685817106695e-06,Poisson_E_times_lambda,31.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4ad1398a663b7933,0,55,FILE-02R-cfd92f7a26e7ac76,32,54.9968,20.0,750001.0,243.902,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,2.6666631111158517e-05,5.96283998954612e-06,Poisson_E_times_lambda,20.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,0,0,FILE-02R-d0f83ca7a2fc0fa2,32,-0.0008,8775.0,750001.0,196.504,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,0.0116999844000208,0.00012489979343491004,Poisson_E_times_lambda,8775.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,1,1,FILE-02R-d0f83ca7a2fc0fa2,33,0.9986,88.0,750003.0,205.194,750003.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,0.00011733286400187732,1.2507725328627832e-05,Poisson_E_times_lambda,88.0,750003.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,2,2,FILE-02R-d0f83ca7a2fc0fa2,34,1.9986,48.0,750011.0,179.779,750011.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.399906134710025e-05,9.237468824157925e-06,Poisson_E_times_lambda,48.0,750011.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,3,3,FILE-02R-d0f83ca7a2fc0fa2,35,2.9986,50.0,750000.0,173.575,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.666666666666667e-05,9.428090415820634e-06,Poisson_E_times_lambda,50.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,4,4,FILE-02R-d0f83ca7a2fc0fa2,36,3.9987,50.0,750001.0,167.409,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.66665777778963e-05,9.428077845050174e-06,Poisson_E_times_lambda,50.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,5,5,FILE-02R-d0f83ca7a2fc0fa2,37,4.9987,47.0,750003.0,169.374,750003.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.266641600100266e-05,9.140836237189777e-06,Poisson_E_times_lambda,47.0,750003.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,6,6,FILE-02R-d0f83ca7a2fc0fa2,38,5.9985,45.0,750000.0,156.013,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6e-05,8.94427190999916e-06,Poisson_E_times_lambda,45.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,7,7,FILE-02R-d0f83ca7a2fc0fa2,39,6.9985,51.0,750002.0,144.728,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.799981866715022e-05,9.521879179712655e-06,Poisson_E_times_lambda,51.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,8,8,FILE-02R-d0f83ca7a2fc0fa2,40,7.9984,57.0,750000.0,149.319,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,7.6e-05,1.0066445913694332e-05,Poisson_E_times_lambda,57.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,9,9,FILE-02R-d0f83ca7a2fc0fa2,41,8.9984,55.0,750007.0,158.657,750007.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,7.333264889527698e-05,9.888172359852191e-06,Poisson_E_times_lambda,55.0,750007.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,10,10,FILE-02R-d0f83ca7a2fc0fa2,42,9.9982,50.0,750008.0,152.768,750008.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.666595556314066e-05,9.427989850595561e-06,Poisson_E_times_lambda,50.0,750008.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,11,11,FILE-02R-d0f83ca7a2fc0fa2,43,10.9985,39.0,750003.0,142.789,750003.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.1999792000832e-05,8.326630691341766e-06,Poisson_E_times_lambda,39.0,750003.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,12,12,FILE-02R-d0f83ca7a2fc0fa2,44,11.9985,44.0,750002.0,133.524,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.8666510222639404e-05,8.844309189456561e-06,Poisson_E_times_lambda,44.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,13,13,FILE-02R-d0f83ca7a2fc0fa2,45,12.9985,40.0,750006.0,129.006,750006.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.3332906670079974e-05,8.432672965731953e-06,Poisson_E_times_lambda,40.0,750006.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,14,14,FILE-02R-d0f83ca7a2fc0fa2,46,13.9986,38.0,750005.0,126.595,750005.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.066632889114073e-05,8.219163876199461e-06,Poisson_E_times_lambda,38.0,750005.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,15,15,FILE-02R-d0f83ca7a2fc0fa2,47,14.9986,43.0,750004.0,127.013,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.733302755718636e-05,8.743204735310745e-06,Poisson_E_times_lambda,43.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,16,16,FILE-02R-d0f83ca7a2fc0fa2,48,15.9981,44.0,750007.0,127.427,750007.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.866611911622158e-05,8.844250227945605e-06,Poisson_E_times_lambda,44.0,750007.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,17,17,FILE-02R-d0f83ca7a2fc0fa2,49,16.9985,46.0,750006.0,127.104,750006.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.133284267059197e-05,9.043034299892626e-06,Poisson_E_times_lambda,46.0,750006.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,18,18,FILE-02R-d0f83ca7a2fc0fa2,50,17.9981,47.0,750006.0,129.881,750006.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.266616533734397e-05,9.140799674137332e-06,Poisson_E_times_lambda,47.0,750006.0,normal_rate_diagnostic,discovery
SCAN-02R-4d54ea7698000638,19,19,FILE-02R-d0f83ca7a2fc0fa2,51,18.9983,41.0,750000.0,135.85,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.466666666666667e-05,8.537498983243797e-06,Poisson_E_times_lambda,41.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,0,0,FILE-02R-4f42c03f9a4a989b,32,4.9985,50.0,750002.0,166.993,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.666648888936297e-05,9.428065274313236e-06,Poisson_E_times_lambda,50.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,1,1,FILE-02R-4f42c03f9a4a989b,33,5.9985,59.0,750000.0,155.908,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,7.866666666666666e-05,1.024152766382481e-05,Poisson_E_times_lambda,59.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,2,2,FILE-02R-4f42c03f9a4a989b,34,6.9985,43.0,750006.0,144.998,750006.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.733287467033597e-05,8.743181420284639e-06,Poisson_E_times_lambda,43.0,750006.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,3,3,FILE-02R-4f42c03f9a4a989b,35,7.9984,53.0,750000.0,149.206,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,7.066666666666667e-05,9.706813185707358e-06,Poisson_E_times_lambda,53.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,4,4,FILE-02R-4f42c03f9a4a989b,36,8.9986,55.0,750000.0,158.199,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,7.333333333333333e-05,9.888264649460884e-06,Poisson_E_times_lambda,55.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,5,5,FILE-02R-4f42c03f9a4a989b,37,9.9984,46.0,750002.0,152.085,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.133316977821393e-05,9.04308252928028e-06,Poisson_E_times_lambda,46.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,6,6,FILE-02R-4f42c03f9a4a989b,38,10.9985,61.0,750001.0,143.015,750001.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,8.133322488903348e-05,1.0413652349672406e-05,Poisson_E_times_lambda,61.0,750001.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,7,7,FILE-02R-4f42c03f9a4a989b,39,11.9985,44.0,750004.0,133.728,750004.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.866635377944651e-05,8.844285604757841e-06,Poisson_E_times_lambda,44.0,750004.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,8,8,FILE-02R-4f42c03f9a4a989b,40,12.9986,61.0,750002.0,129.044,750002.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,8.133311644502282e-05,1.0413638464839632e-05,Poisson_E_times_lambda,61.0,750002.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,9,9,FILE-02R-4f42c03f9a4a989b,41,13.9984,41.0,750007.0,127.137,750007.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,5.4666156449206476e-05,8.537419300663658e-06,Poisson_E_times_lambda,41.0,750007.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,10,10,FILE-02R-4f42c03f9a4a989b,42,14.9987,48.0,750000.0,127.313,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.4e-05,9.237604307034013e-06,Poisson_E_times_lambda,48.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,11,11,FILE-02R-4f42c03f9a4a989b,43,15.9982,49.0,750007.0,127.227,750007.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.533272356124676e-05,9.333246223035252e-06,Poisson_E_times_lambda,49.0,750007.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,12,12,FILE-02R-4f42c03f9a4a989b,44,16.9987,49.0,750000.0,126.839,750000.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.533333333333333e-05,9.333333333333333e-06,Poisson_E_times_lambda,49.0,750000.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,13,13,FILE-02R-4f42c03f9a4a989b,45,17.9982,46.0,750005.0,129.923,750005.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.133292444717035e-05,9.04304635719131e-06,Poisson_E_times_lambda,46.0,750005.0,normal_rate_diagnostic,discovery
SCAN-02R-4eb3495e2e32dd73,14,14,FILE-02R-4f42c03f9a4a989b,46,18.9988,51.0,750005.0,135.775,750005.0,monitor_raw,monitor_controlled,ACQSTATE-02R-896f06c2a7c231ec,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,6.799954666968887e-05,9.521841092449851e-06,Poisson_E_times_lambda,51.0,750005.0,normal_rate_diagnostic,discovery
