file_record_id,dataset_id,source_file,source_checksum,file_size_bytes,file_extension,filesystem_mtime,filesystem_mtime_trust,raw_format_id,raw_format_fingerprint,file_role,parse_status,parse_message,duplicate_status,duplicate_group_id,raw_scan_id,file_scan_cardinality_status,quality_flag,quality_reasons
FILE-02R-bede7d78a8ceca86,EXP-TAIPAN-001,TAIPAN_exp1296_scan104166.dat,961e6bd0c89d83e9a4ba7be403a16dafa9df88ceb563b59ab7d866ec47c61b89,16400,.dat,2023-09-01T01:31:06Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104166,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-c912be15b436a763,EXP-TAIPAN-001,TAIPAN_exp1296_scan104167.dat,9b89e698d06cd929fbaa632627ead1246582daf0fa791ade8e80fefd3ebab455,16400,.dat,2023-09-01T02:32:10Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104167,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-e45fe04d518b6e17,EXP-TAIPAN-001,TAIPAN_exp1296_scan104168.dat,f33b57774b0cd1abd30e0d8943151dae4b4d6fbdbe1b3283b063961d1a0c2373,16400,.dat,2023-09-01T03:33:16Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104168,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-bf59440a7fa73cb0,EXP-TAIPAN-001,TAIPAN_exp1296_scan104169.dat,8e83d7fd72f77c69695387242c804d0c3901cca2367984373f15e0912e2d575a,16400,.dat,2023-09-01T04:34:24Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104169,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-92a7020f108c2fa4,EXP-TAIPAN-001,TAIPAN_exp1296_scan104170.dat,970ceaead4311b14c5795ae02f5fe1810dd36ecec2f0a53d3829716618910c02,16400,.dat,2023-09-01T05:35:46Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104170,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-d0f83ca7a2fc0fa2,EXP-TAIPAN-001,TAIPAN_exp1296_scan104171.dat,0611cede94a480172e162a92ca1b34694a6309840dbdae9939e09f4e68bb0946,16400,.dat,2023-09-01T06:37:08Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104171,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-b8d95c80bf59904b,EXP-TAIPAN-001,TAIPAN_exp1296_scan104172.dat,929308673630aed257f989e09906bb2725bc9700b50eb21b1d5220ebe22ead3a,16400,.dat,2023-09-01T07:38:26Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104172,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-e779a19e4e2249cb,EXP-TAIPAN-001,TAIPAN_exp1296_scan104173.dat,f5197030d3400f8dd39b7a10cfa6ea9c9a07d87263e5211077527219995b8ec1,16400,.dat,2023-09-01T08:39:42Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104173,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-31885f2e20fbb807,EXP-TAIPAN-001,TAIPAN_exp1296_scan104174.dat,4a80fc062898c6e442fb613a6346358eadeccc95d9d043fa4ef4cb696e264c75,16400,.dat,2023-09-01T09:36:36Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104174,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-4f42c03f9a4a989b,EXP-TAIPAN-001,TAIPAN_exp1296_scan104175.dat,a47067fae25aae446c4ba9eba93e5750408e143ca20ea6509987fe86c3a0ad35,39371,.dat,2023-09-01T12:20:30Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104175,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-bff91d54ea3694cc,EXP-TAIPAN-001,TAIPAN_exp1296_scan104176.dat,2e9af5da4918d698891dad9d6d4c7385ac883921b4d56bed85a4a6f62904b031,35666,.dat,2023-09-01T14:49:42Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104176,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-17224ccc44605cc6,EXP-TAIPAN-001,TAIPAN_exp1296_scan104177.dat,877b9ead64554c721d5c46e4700ba760bd41d6367fe1ade78ac573eed28b80c5,11213,.dat,2023-09-01T15:33:44Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104177,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-1cbaba74f1870c27,EXP-TAIPAN-001,TAIPAN_exp1296_scan104178.dat,1ab219b30d653f95ddf6df6042d2c5f2ecb984c10a1563eb87e7da44f39a2905,9731,.dat,2023-09-01T16:12:34Z,A001_snapshot_filesystem_metadata_only,FMT-02R-fb75879b9023,fb75879b90237629b7ff00fab2133cdcd0e41ebce361bb62ae82503a783b8bdb,scan,parsed,complete_one_declared_numeric_block,unique_content,,104178,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-a4f1d0ae9a0b3bf3,EXP-TAIPAN-001,TAIPAN_exp1296_scan104179.dat,d254d0461ae11344b957f0744aec72cbc92f7c897b1bfa7e0406a79b1c9da3a9,9731,.dat,2023-09-01T16:48:46Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104179,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-ac00d0136c230341,EXP-TAIPAN-001,TAIPAN_exp1296_scan104180.dat,c47523869509b234b116130c7d1362db61887868d3de1471f8b6c7949f71662e,24165,.dat,2023-09-01T17:07:22Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104180,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-f2dd29556c77c25b,EXP-TAIPAN-001,TAIPAN_exp1296_scan104181.dat,3416f23a0854dd5468135aa23ceaa444ae9449d55a6aaaafa1cde54981e9b4a1,16875,.dat,2023-09-01T17:09:16Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104181,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-547ae22861c35e33,EXP-TAIPAN-001,TAIPAN_exp1296_scan104182.dat,d9ca64121baed5493bd05caed708339ba2f56e0374440be2576dcd268d92ddd5,9399,.dat,2023-09-01T17:15:32Z,A001_snapshot_filesystem_metadata_only,FMT-02R-25ddc2c75b1e,25ddc2c75b1e92418a19ae100f1601c7787cba8e3c4a2066d7e0d57b18e959bb,scan,parsed,complete_one_declared_numeric_block,unique_content,,104182,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-b40b4e01e3d73fa0,EXP-TAIPAN-001,TAIPAN_exp1296_scan104183.dat,16474650e427afb9b7d08827a959d143c29259bb58e9e7c5b84fad921fff375c,10824,.dat,2023-09-01T17:18:18Z,A001_snapshot_filesystem_metadata_only,FMT-02R-a9e025c2acce,a9e025c2acce7890bffa9e4657fb2cb86ab7d821282c46bd9cdeffe99e89b25b,scan,parsed,complete_one_declared_numeric_block,unique_content,,104183,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-ce58ed2f984920f7,EXP-TAIPAN-001,TAIPAN_exp1296_scan104184.dat,834afac02443226c92c602983555a72067e51857196fb33e260da46773c56818,16875,.dat,2023-09-01T17:20:38Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104184,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-dab3078e810d2874,EXP-TAIPAN-001,TAIPAN_exp1296_scan104185.dat,a267af0dd66ba9a703616a3cffe31550ccfe447179d634a57d94941a1b187eda,5835,.dat,2023-09-01T17:23:48Z,A001_snapshot_filesystem_metadata_only,FMT-02R-7d9e3f2fd3b3,7d9e3f2fd3b3d34e991e601fb1e8a60f4465d84818bbfaa290a061c1f52f1e4d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104185,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-d916c8d3b071c3ae,EXP-TAIPAN-001,TAIPAN_exp1296_scan104186.dat,e1c10eaa864f463bef3f48a06187e3d1d83d3f5f0cb145082ef1e1cd556d69b0,5832,.dat,2023-09-01T17:25:02Z,A001_snapshot_filesystem_metadata_only,FMT-02R-33ee702b9adc,33ee702b9adc719aecc7715e0cf26f0eb6428a4181901a0491a0eea3e98193f1,scan,parsed,complete_one_declared_numeric_block,unique_content,,104186,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-3bc37304a3ed3933,EXP-TAIPAN-001,TAIPAN_exp1296_scan104187.dat,a54fb31d85ca8f5e10fb641c6cd0fff29aa5601af3a2fbbc8f3417bdfff8ecd8,16875,.dat,2023-09-01T17:27:12Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104187,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-6dcf21ad3b5ea3ee,EXP-TAIPAN-001,TAIPAN_exp1296_scan104188.dat,09f137df36468968df8f6fc6e7400665bbc23253f9e0f760f5e1001ad0c5aeac,10824,.dat,2023-09-01T17:31:06Z,A001_snapshot_filesystem_metadata_only,FMT-02R-029bacfa64d8,029bacfa64d84079c19a0d1a23ce1942f1822cfdcfff3078ac29aebaf0627062,scan,parsed,complete_one_declared_numeric_block,unique_content,,104188,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-5cf0ec7dc8dfcd7d,EXP-TAIPAN-001,TAIPAN_exp1296_scan104189.dat,f1afe8b1e7be6c84c027601ca937ed7adb79f2cdbb83fba4c280e101426bed76,10825,.dat,2023-09-01T17:33:48Z,A001_snapshot_filesystem_metadata_only,FMT-02R-ab302e8146f8,ab302e8146f86f1ded8cb7f41fcded63178e166eb3ce6f237377be52aa0c2649,scan,parsed,complete_one_declared_numeric_block,unique_content,,104189,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-f49217c971d919b9,EXP-TAIPAN-001,TAIPAN_exp1296_scan104190.dat,0ee18234641ef83e0853908d502c904a6c57deee54b8713a27a61404ebc61aae,16875,.dat,2023-09-01T17:35:22Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104190,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-7d4ff218c97d28d4,EXP-TAIPAN-001,TAIPAN_exp1296_scan104191.dat,683a40b35affa6c4504c3c8ee2af9d6290932f26f7405bd6b3a05b899b5432ce,12249,.dat,2023-09-01T17:40:48Z,A001_snapshot_filesystem_metadata_only,FMT-02R-35f17153f38f,35f17153f38f0d60edbd9fd5ae19786cefea8116e8a4cb379b090ab487f54f45,scan,parsed,complete_one_declared_numeric_block,unique_content,,104191,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-1e8ca9599fa3228e,EXP-TAIPAN-001,TAIPAN_exp1296_scan104192.dat,e47501ea5389ee2fb686a8ef8c6dbb4b4bea259efaf3f85a38f2ddc5340438c6,12252,.dat,2023-09-01T17:43:18Z,A001_snapshot_filesystem_metadata_only,FMT-02R-ac325217afd4,ac325217afd4e57d045b382451b526d3eebc3212b5eb16d3925f4ae32276aaff,scan,parsed,complete_one_declared_numeric_block,unique_content,,104192,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping
FILE-02R-434a17bab71381e2,EXP-TAIPAN-001,TAIPAN_exp1296_scan104193.dat,36a2e6c022ff87840f776d63f110e52d086d9b874e9295900e6367921850df8a,16875,.dat,2023-09-01T17:46:28Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104193,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-51cd8477e36147f8,EXP-TAIPAN-001,TAIPAN_exp1296_scan104194.dat,7a6a648d47931c795c91b02bb62ff342c14823101f436345f79d9a4b429474f2,24165,.dat,2023-09-01T17:51:44Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,00e53630cd366c7acd8f45aed10b51dd88f27feb9111947b056840151a37b83d,scan,parsed,complete_one_declared_numeric_block,unique_content,,104194,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-6b300108d97c50d7,EXP-TAIPAN-001,TAIPAN_exp1296_scan104195.dat,4b4b74d9efbe20aff28d58d8f7aabd544543e8673f3c89758bbac4c6bcbcad99,13436,.dat,2023-09-01T18:22:38Z,A001_snapshot_filesystem_metadata_only,FMT-02R-fb75879b9023,fb75879b90237629b7ff00fab2133cdcd0e41ebce361bb62ae82503a783b8bdb,scan,parsed,complete_one_declared_numeric_block,unique_content,,104195,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-fe70440779bc92de,EXP-TAIPAN-001,TAIPAN_exp1296_scan104196.dat,3b61e075a7c6e0166e07d8f6165d69ac0822b9fd7565bf57d05cf2976dfe5382,2320,.dat,2023-09-01T18:27:02Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104196,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-4b7dc4f88327fb96,EXP-TAIPAN-001,TAIPAN_exp1296_scan104197.dat,cbb23c5100616566f2e7bf96ea76e619ae59828a256a0f6441ffbba3f464e4f6,9731,.dat,2023-09-01T19:00:40Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104197,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-5b79965e065191e7,EXP-TAIPAN-001,TAIPAN_exp1296_scan104198.dat,add7e5b04ff6f50b9f08009f733008652eb935b7ce0c3d47a802c725d29bde93,5285,.dat,2023-09-01T19:24:54Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104198,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-575e049a16f2e04e,EXP-TAIPAN-001,TAIPAN_exp1296_scan104199.dat,8bbd41d5d489d7054eba1f5a20063b280a868cdef47f1122814043b3b8e03a30,39371,.dat,2023-09-01T22:23:52Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104199,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-8ed78b57325efbda,EXP-TAIPAN-001,TAIPAN_exp1296_scan104200.dat,3893d8b83f62254eccd6055cb80ed1db87757f05be9053a9bbbff34cf42a175a,43076,.dat,2023-09-02T01:26:10Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104200,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-038cf4e529ce94a2,EXP-TAIPAN-001,TAIPAN_exp1296_scan104201.dat,374893eaae52d8357fd5d3a2de34cda265facc477c3f527d45517fedaf575ca9,43076,.dat,2023-09-02T04:28:50Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104201,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-79943ebb90eea890,EXP-TAIPAN-001,TAIPAN_exp1296_scan104202.dat,456cf0b51c6d224ca0bada2c7abcf17193154bce134a040a9e538819395f22aa,43076,.dat,2023-09-02T07:31:54Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104202,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-9c94dad236447dac,EXP-TAIPAN-001,TAIPAN_exp1296_scan104203.dat,91855a552022aaae7787e3d5d7c44ca3ce783948fc1db8e3610baf85a68dbaf2,43076,.dat,2023-09-02T10:34:38Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104203,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-ceedca39f412c49d,EXP-TAIPAN-001,TAIPAN_exp1296_scan104204.dat,fca6751709a5750900e4eb04698f942a5350941e906cfacf5e0e5a4664d0db34,43076,.dat,2023-09-02T13:37:12Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104204,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-c3e24502c9f0d434,EXP-TAIPAN-001,TAIPAN_exp1296_scan104205.dat,735765eea43bd0b5dc44cc6355126c732da80bee277e0efee440fb3d6b26f839,43076,.dat,2023-09-02T16:39:12Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104205,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-3c1b75c58699b634,EXP-TAIPAN-001,TAIPAN_exp1296_scan104206.dat,493861895c59b988a3184cefee8c4eb6e17755a5d13a3f2204ed944ce6914a15,43076,.dat,2023-09-02T19:41:02Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104206,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-c69ab82458056286,EXP-TAIPAN-001,TAIPAN_exp1296_scan104207.dat,877298570bb997425b7567fe4e8b22bc5684713b689add5744490ba03cf380a5,39371,.dat,2023-09-02T22:24:52Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104207,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-a486a5a1a77ae9d6,EXP-TAIPAN-001,TAIPAN_exp1296_scan104208.dat,32a40597690c6de6c4d0788f47c8effca9cfba423fd94ce1002284d3d7800558,39371,.dat,2023-09-03T01:08:44Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104208,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-c6551e798a983dea,EXP-TAIPAN-001,TAIPAN_exp1296_scan104209.dat,e145d15841a842b1b228340622969a2b94e7d46a1e3a0f2b05e499c183673da6,35666,.dat,2023-09-03T03:37:08Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104209,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
FILE-02R-7becabec9104d679,EXP-TAIPAN-001,TAIPAN_exp1296_scan104210.dat,dd847ecf19f917588a37b1198815a04dddfe29992be9e0a5af14f6d632b2d26f,35666,.dat,2023-09-03T06:05:44Z,A001_snapshot_filesystem_metadata_only,FMT-02R-06137a7de1ad,06137a7de1ad68c8d3c5ee311070d73b8ce93af24fa948c32feac02252005c49,scan,parsed,complete_one_declared_numeric_block,unique_content,,104210,verified_1_to_1,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved
