scan_record_id,scan_record_fingerprint,scan_identity_version,dataset_id,experiment_id,raw_scan_id,scan_identity_status,primary_file_record_id,source_file,source_checksum,acquisition_start_time,acquisition_end_time,acquisition_timestamp_source,sequence_index,sequence_status,filesystem_mtime,filesystem_mtime_trust,raw_format_id,scan_variable_raw,scan_variable_canonical,scan_coordinate_type,scan_start_derived,scan_stop_derived,scan_range_status,scan_point_count,def_x_raw,def_y_raw,command_raw,builtin_command_raw,preset_channel_raw,count_control_mode,count_control_status,raw_time_field_status,raw_monitor_field_status,raw_detector_field_status,mode_raw,mode_semantics,mode_semantics_status,Ei_summary_meV,Ef_summary_meV,Ei_variation_status,Ef_variation_status,energy_transfer_field_raw,energy_transfer_convention,energy_relation_status,en_e_mapping_status,h_variation_status,k_variation_status,l_variation_status,q_semantics_status,lattice_state_id,UB_state_id,orientation_status,monochromator_material,monochromator_reflection,monochromator_reflection_status,monochromator_mosaic,monochromator_mosaic_status,analyzer_material,analyzer_reflection,analyzer_reflection_status,analyzer_mosaic,analyzer_mosaic_status,collimation,filter_state,filter_state_status,attenuation_state,attenuation_state_status,temperature_summary_K,temperature_variation_status,sensor_metadata_ref,setpoint_metadata_ref,repeat_candidate_status,repeat_metadata_signature,repeat_candidate_count,repeat_candidate_basis,quality_flag,quality_reasons,parser_schema_version,point_data_ref
SCAN-02R-72904b63e5e6e883,72904b63e5e6e8835ad766b2835f214aaee91395221afb1bef99a60b5307a351,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104078,verified,FILE-02R-cfedb7dee4a8071f,TAIPAN_exp1296_scan104078.dat,17bceca27a341dedd2253137847e06d8e1c22a72a5f7a25f6b7d056916b37fcc,2023-08-30T17:23:21,2023-08-30T17:24:22,header_start_time_end_time_timezone_unrecorded,38,verified_header_chronology,2023-08-29T21:24:22Z,A001_snapshot_filesystem_metadata_only,FMT-02R-a20370d76087,sgl,,unresolved,,,unresolved_mapping,21,sgl,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8707,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-72904b63e5e6e883,semantic_verification_report.yaml#environment/SCAN-02R-72904b63e5e6e883,metadata_match_only_not_validated_repeat,c1de4de84a96de6e456244d1324e1f3815d861a8331733e0acfd0c2ab0bb4399,4,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-72904b63e5e6e883
SCAN-02R-5b1259784f010264,5b1259784f010264a7d57c69d4c16b54f81957583443608c4e2a3fcd4ec6af89,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104079,verified,FILE-02R-eaa93bc86930ed0f,TAIPAN_exp1296_scan104079.dat,025142318be48e12d0db6b7af58713e77890d2f8f3286d0dd3b0eaf36b215321,2023-08-30T17:32:59,2023-08-30T17:33:47,header_start_time_end_time_timezone_unrecorded,39,verified_header_chronology,2023-08-29T21:33:50Z,A001_snapshot_filesystem_metadata_only,FMT-02R-00e53630cd36,s1,S1,tas_motor_angle_raw,-83.2965,-84.9022,verified_point_endpoints_not_command_range,17,s1,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,variable,variable,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-5b1259784f010264,semantic_verification_report.yaml#environment/SCAN-02R-5b1259784f010264,metadata_match_only_not_validated_repeat,b4a088bd654cdca0c565dc4ecd26be08d4b3c23b8766d31852b82e98cd29b1c6,8,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-5b1259784f010264
SCAN-02R-42f2046fce901aec,42f2046fce901aecec07b041417d77fe94bce62b8433ffbf348ce0a73961365c,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104080,verified,FILE-02R-4ec5d8f394c2876a,TAIPAN_exp1296_scan104080.dat,9509479f595cbe6277517db052d668394ee37bf2969c3af07b593ed3fe7c2875,2023-08-30T17:34:37,2023-08-30T17:35:37,header_start_time_end_time_timezone_unrecorded,40,verified_header_chronology,2023-08-29T21:35:38Z,A001_snapshot_filesystem_metadata_only,FMT-02R-365d8346d6ba,sgu,,unresolved,,,unresolved_mapping,21,sgu,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-42f2046fce901aec,semantic_verification_report.yaml#environment/SCAN-02R-42f2046fce901aec,metadata_match_only_not_validated_repeat,25394c69ffed3b49d8f8a83bffaf815c29a7807baf9218b33c990e944d05a559,2,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-42f2046fce901aec
SCAN-02R-d5e00829a2a54fb6,d5e00829a2a54fb6671789f2e46e96c3b1c28bc2f64936cfeaa20cbac486484f,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104081,verified,FILE-02R-aa07ebe39d21c0b8,TAIPAN_exp1296_scan104081.dat,521ae8a93548a13093d74da371dfac0d13397dd23df3addc5a2212ad2da1953b,2023-08-30T17:41:56,2023-08-30T17:46:10,header_start_time_end_time_timezone_unrecorded,41,verified_header_chronology,2023-08-29T21:46:10Z,A001_snapshot_filesystem_metadata_only,FMT-02R-fb75879b9023,qk,k,reciprocal_lattice_coordinate,2.9502,3.0502,verified_point_endpoints_not_command_range,21,qk,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,,constant,variable,e,Ei_minus_Ef,verified_global,not_applicable,constant,variable,variable,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-d5e00829a2a54fb6,semantic_verification_report.yaml#environment/SCAN-02R-d5e00829a2a54fb6,metadata_match_only_not_validated_repeat,4efe1a526365eb708fda6d8ced021a69c5b0a14ed47659cb4a756a20b14e40f0,3,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-d5e00829a2a54fb6
SCAN-02R-4ecc00c5eac2e1b4,4ecc00c5eac2e1b4177a6cc6adfbf8435d22acd65507a01997050496868491f6,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104082,verified,FILE-02R-8fc906a71e9b9ad1,TAIPAN_exp1296_scan104082.dat,8b204606a793c0156106590efb8b96ce824090037479258c7e5034fcd43b0464,2023-08-30T18:01:12,2023-08-30T18:05:26,header_start_time_end_time_timezone_unrecorded,42,verified_header_chronology,2023-08-29T22:05:26Z,A001_snapshot_filesystem_metadata_only,FMT-02R-42b66acce1bb,ql,l,reciprocal_lattice_coordinate,1.9503,2.0502,verified_point_endpoints_not_command_range,21,ql,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,,constant,variable,e,Ei_minus_Ef,verified_global,not_applicable,constant,variable,variable,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-4ecc00c5eac2e1b4,semantic_verification_report.yaml#environment/SCAN-02R-4ecc00c5eac2e1b4,no_metadata_match,ef51822190f7ad5d5a73d2e00103ca187c9fd350015f4295bfaaebd3efad615a,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-4ecc00c5eac2e1b4
SCAN-02R-c18c53ef408b1d89,c18c53ef408b1d89fae5d500c707a46796a5b4c9c7e238f3c0a49a62225272c9,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104083,verified,FILE-02R-7adfcda5fa810ed3,TAIPAN_exp1296_scan104083.dat,d2c9f9971168a5c1a4a2254f8c694d6304f927cfdc13f959cb7a915057684128,2023-08-30T18:11:02,2023-08-30T18:15:19,header_start_time_end_time_timezone_unrecorded,43,verified_header_chronology,2023-08-29T22:15:20Z,A001_snapshot_filesystem_metadata_only,FMT-02R-fb75879b9023,qk,k,reciprocal_lattice_coordinate,1.9501,2.0501,verified_point_endpoints_not_command_range,21,qk,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,,constant,variable,e,Ei_minus_Ef,verified_global,not_applicable,constant,variable,variable,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-c18c53ef408b1d89,semantic_verification_report.yaml#environment/SCAN-02R-c18c53ef408b1d89,metadata_match_only_not_validated_repeat,4efe1a526365eb708fda6d8ced021a69c5b0a14ed47659cb4a756a20b14e40f0,3,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-c18c53ef408b1d89
SCAN-02R-cb5dd7445a99bc3a,cb5dd7445a99bc3a860b7b7618aced28bc6beff4632640df148e222590779c6c,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104084,verified,FILE-02R-29b1ecf8945b5a04,TAIPAN_exp1296_scan104084.dat,fb60509e9a4869084850138d8f7daed68ca7ad81743b6c6c513954ea6bbfe915,2023-08-30T21:40:10,2023-08-30T21:40:57,header_start_time_end_time_timezone_unrecorded,44,verified_header_chronology,2023-08-30T01:40:58Z,A001_snapshot_filesystem_metadata_only,FMT-02R-a9e025c2acce,ps_left,,unresolved,,,unresolved_mapping,14,ps_left,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-cb5dd7445a99bc3a,semantic_verification_report.yaml#environment/SCAN-02R-cb5dd7445a99bc3a,no_metadata_match,fec84e35e4bd8bd6a70f5013433cf3160e9d59b419f0d149ba421a14df24e88d,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-cb5dd7445a99bc3a
SCAN-02R-e731681e22986e49,e731681e22986e49e2be9e0e6fd5478f676e2c3a69a020b7c35853f6fab5f412,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104085,verified,FILE-02R-46a7afceafa94daa,TAIPAN_exp1296_scan104085.dat,39f1a3be2c64e2418a71ecc126fa8fc284f2c01f90107c7d22e4bbd8edf4d19c,2023-08-30T21:48:10,2023-08-30T21:48:57,header_start_time_end_time_timezone_unrecorded,45,verified_header_chronology,2023-08-30T01:48:58Z,A001_snapshot_filesystem_metadata_only,FMT-02R-25ddc2c75b1e,ps_right,,unresolved,,,unresolved_mapping,14,ps_right,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-e731681e22986e49,semantic_verification_report.yaml#environment/SCAN-02R-e731681e22986e49,no_metadata_match,8035682fcff639d1831922d5c1444031e11fcee43b8a795e954fb7e5829c33a1,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-e731681e22986e49
SCAN-02R-e4b1e60e94f6a5b7,e4b1e60e94f6a5b7fe95cd6ec31b756d74f7863965dc5c48ca4c8b0b9bf6baaf,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104086,verified,FILE-02R-4406ccfa81a1f4ff,TAIPAN_exp1296_scan104086.dat,3881baef16a0477e9cb7b0659c359c97e8343051235d68e175bfd683f7a88938,2023-08-30T21:50:02,2023-08-30T21:51:44,header_start_time_end_time_timezone_unrecorded,46,verified_header_chronology,2023-08-30T01:51:44Z,A001_snapshot_filesystem_metadata_only,FMT-02R-33ee702b9adc,ps_top,,unresolved,,,unresolved_mapping,29,ps_top,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-e4b1e60e94f6a5b7,semantic_verification_report.yaml#environment/SCAN-02R-e4b1e60e94f6a5b7,no_metadata_match,dd5a09d3f2934fb8bdfdda5fef32ede18f68aa6696cbfd09475d2b20f19cea83,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-e4b1e60e94f6a5b7
SCAN-02R-03ed38ed92271694,03ed38ed9227169443c18ff21ccf7d23a31d78380bc5a429d43286ac2dfe29c8,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104087,verified,FILE-02R-401ca0c88448c213,TAIPAN_exp1296_scan104087.dat,0a50ee610a0357a88182f2ad34befc07d03db37a809641f56a0fbde1ded995b2,2023-08-30T21:53:51,2023-08-30T21:55:33,header_start_time_end_time_timezone_unrecorded,47,verified_header_chronology,2023-08-30T01:55:34Z,A001_snapshot_filesystem_metadata_only,FMT-02R-7d9e3f2fd3b3,ps_bottom,,unresolved,,,unresolved_mapping,29,ps_bottom,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-03ed38ed92271694,semantic_verification_report.yaml#environment/SCAN-02R-03ed38ed92271694,no_metadata_match,2d133b9cc31b904c04e9fa06ae7e4ab09519b1a8b8f89cf75aab12c8c09228e4,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-03ed38ed92271694
SCAN-02R-e3abafe2717105f3,e3abafe2717105f3f7c50c1652356dd50b7c0679e0b561a6ed7b508d952b78c6,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104088,verified,FILE-02R-098ce8926f037697,TAIPAN_exp1296_scan104088.dat,ff8a25600c1cecec0290b32f8f25da02982d9814dbaec12b54d7819da7fe0189,2023-08-30T21:57:47,2023-08-30T21:58:34,header_start_time_end_time_timezone_unrecorded,48,verified_header_chronology,2023-08-30T01:58:34Z,A001_snapshot_filesystem_metadata_only,FMT-02R-029bacfa64d8,pa_left,,unresolved,,,unresolved_mapping,14,pa_left,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-e3abafe2717105f3,semantic_verification_report.yaml#environment/SCAN-02R-e3abafe2717105f3,no_metadata_match,2b283e7c9327578ef54d8fe245a7d33769aa3934a6238647b4d22476f0f605ac,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-e3abafe2717105f3
SCAN-02R-31bc005deb88d4e2,31bc005deb88d4e2bf6fcdf3e1b6d659a3ac969aadae72a792cc092f6b1f5f13,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104089,verified,FILE-02R-301f7e82dbae27e8,TAIPAN_exp1296_scan104089.dat,1d4827e69a0254b8acefc523ecf2a9a5a086d7346ef1def00563f576f961202d,2023-08-30T21:59:40,2023-08-30T22:00:27,header_start_time_end_time_timezone_unrecorded,49,verified_header_chronology,2023-08-30T02:00:28Z,A001_snapshot_filesystem_metadata_only,FMT-02R-ab302e8146f8,pa_right,,unresolved,,,unresolved_mapping,14,pa_right,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-31bc005deb88d4e2,semantic_verification_report.yaml#environment/SCAN-02R-31bc005deb88d4e2,no_metadata_match,574c22f980d94adde56e992a17e9e8a466c868eb6c50fd5d79c8776edcd2df4b,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-31bc005deb88d4e2
SCAN-02R-22608464dd5aff80,22608464dd5aff80932a907f4045bcbedd8994f5864f2534e8017e3b625de7be,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104090,verified,FILE-02R-0b8a6d76433c9f95,TAIPAN_exp1296_scan104090.dat,5e48a2527773b1a61598f1948b58c49626bc1a47d11a0f4a4a05177fb3c19c18,2023-08-30T22:01:16,2023-08-30T22:02:54,header_start_time_end_time_timezone_unrecorded,50,verified_header_chronology,2023-08-30T02:02:54Z,A001_snapshot_filesystem_metadata_only,FMT-02R-35f17153f38f,pa_top,,unresolved,,,unresolved_mapping,28,pa_top,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-22608464dd5aff80,semantic_verification_report.yaml#environment/SCAN-02R-22608464dd5aff80,no_metadata_match,8ccab8b4c1e96de5df3aafcc3690fc74bfaf61859960d071ab338b779cfe3b63,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-22608464dd5aff80
SCAN-02R-74e2c66cfb23844c,74e2c66cfb23844c4690f4d978509fd9b8a71705ec7e86ee46bec540fd54a981,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104091,verified,FILE-02R-2a03555a7fbdb515,TAIPAN_exp1296_scan104091.dat,2285d78720ca4cc09ebbcdb8bad4897e4576d8dfd9c24d631eb7b4f9ec44f6a7,2023-08-30T22:08:24,2023-08-30T22:10:05,header_start_time_end_time_timezone_unrecorded,51,verified_header_chronology,2023-08-30T02:10:04Z,A001_snapshot_filesystem_metadata_only,FMT-02R-ac325217afd4,pa_bottom,,unresolved,,,unresolved_mapping,29,pa_bottom,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,14.8713,constant,constant,e,Ei_minus_Ef,verified_global,not_applicable,constant,constant,constant,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-74e2c66cfb23844c,semantic_verification_report.yaml#environment/SCAN-02R-74e2c66cfb23844c,no_metadata_match,fe8d16475dc887344c3b1d709d4a32b46b0d61c3dbd14373d4981479ed809744,1,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved;scan_range_unresolved_mapping,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-74e2c66cfb23844c
SCAN-02R-d453265e40ec7542,d453265e40ec754295eee8cb5da2ad001ee4ba8b5d6d24c09e483170fefc1b82,stage02r_scan_record_v1,EXP-TAIPAN-001,1296,104092,verified,FILE-02R-36fd407b4cac26bf,TAIPAN_exp1296_scan104092.dat,01f364e9c6cbc46407ed9187d4cbf7d357ce43b326cb3d54bc5ec98545cf6724,2023-08-30T22:19:49,2023-08-30T22:28:11,header_start_time_end_time_timezone_unrecorded,52,verified_header_chronology,2023-08-30T02:28:12Z,A001_snapshot_filesystem_metadata_only,FMT-02R-fb75879b9023,qk,k,reciprocal_lattice_coordinate,2.9501,3.0501,verified_point_endpoints_not_command_range,41,qk,detector,,,time,time_controlled,verified,preserved_no_universal_exposure_assumption,verified_count_field_hardware_not_recorded,verified_count_field_hardware_not_recorded,0,,unresolved,14.8697,,constant,variable,e,Ei_minus_Ef,verified_global,not_applicable,constant,variable,variable,unresolved,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,recorded_UB_auxiliary_orientation_unresolved,PG,,unverified,,unverified,PG,,unverified,,unverified,o-40-40-o,,not_recorded,,not_recorded,,per_channel_in_semantic_report_no_unique_temperature,semantic_verification_report.yaml#environment/SCAN-02R-d453265e40ec7542,semantic_verification_report.yaml#environment/SCAN-02R-d453265e40ec7542,metadata_match_only_not_validated_repeat,4efe1a526365eb708fda6d8ced021a69c5b0a14ed47659cb4a756a20b14e40f0,3,recorded_header_whitelist_only_no_intensity_or_group_assignment,warning,mode_semantics_unresolved;q_semantics_unresolved;PG_reflection_mosaic_unverified;filter_attenuation_not_recorded;temperature_channel_semantics_unresolved,stage02r_a002_parser_v1,scan_points.csv#SCAN-02R-d453265e40ec7542
