dataset_id,file_record_id,scan_record_id,raw_format_id,diagnostic_type,severity,field_or_section,source_line_number,message
EXP-TAIPAN-001,FILE-02R-b8820660a9c99eff,SCAN-02R-2c38778fb264b3af,FMT-02R-de66a609ccd2,duplicate_declared_label,info,s2,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-b8d95c80bf59904b,SCAN-02R-fb62d31e5c3c1dbf,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-b8ec3f5c2c448132,SCAN-02R-7d946974f8e94f38,FMT-02R-a20370d76087,duplicate_declared_label,info,sgl,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bd0a749a22eed9a0,SCAN-02R-4cc04512e6886f13,FMT-02R-de66a609ccd2,duplicate_declared_label,info,s2,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bd241a68da8cc714,SCAN-02R-291dabeaaa79ad80,FMT-02R-de66a609ccd2,duplicate_declared_label,info,s2,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bd94cd4cf6e4e3f5,SCAN-02R-43979cdff2eef525,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bdf26dd096fe3d32,SCAN-02R-936cf3ec1b1f48e0,FMT-02R-42b66acce1bb,duplicate_declared_label,info,ql,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-be39377fb913fc52,SCAN-02R-5e02dde1da14be55,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-beccc20ba43b8f5e,SCAN-02R-e772d925e68f4477,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bede7d78a8ceca86,SCAN-02R-4f5e09d1864ac832,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bf59440a7fa73cb0,SCAN-02R-26cdfd757f62fb5b,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bf79ed0d77995891,SCAN-02R-79960ffd3b8a968b,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-bff91d54ea3694cc,SCAN-02R-5f553db9674e6d45,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c05367f62e677421,SCAN-02R-7493a417e6451013,FMT-02R-de66a609ccd2,duplicate_declared_label,info,s2,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c3e24502c9f0d434,SCAN-02R-7118d0dce593edea,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c53e15719794e79d,SCAN-02R-957a8834d758202b,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c5bcebfd15547df9,SCAN-02R-35c1a2ccd5e9e62e,FMT-02R-365d8346d6ba,duplicate_declared_label,info,sgu,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c6551e798a983dea,SCAN-02R-7acd4c14a0007418,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c69ab82458056286,SCAN-02R-baae22000a534323,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-c912be15b436a763,SCAN-02R-4650765ebe11f415,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-cc89eb40bfc37a5e,SCAN-02R-f36bb8e354cf21b7,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-cce1ab2377a518c4,SCAN-02R-8c948345fe20cada,FMT-02R-fb75879b9023,duplicate_declared_label,info,qk,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-ce58ed2f984920f7,SCAN-02R-87a18bddebeb7046,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-ceb7bd14d0317a9e,SCAN-02R-c09396a290b0d6b2,FMT-02R-42b66acce1bb,duplicate_declared_label,info,ql,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-ceedca39f412c49d,SCAN-02R-77b71bd09c7eb4b4,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-cfd92f7a26e7ac76,SCAN-02R-4ad1398a663b7933,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-cfedb7dee4a8071f,SCAN-02R-72904b63e5e6e883,FMT-02R-a20370d76087,duplicate_declared_label,info,sgl,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d0f83ca7a2fc0fa2,SCAN-02R-4d54ea7698000638,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d2b0ec8a459c99cd,SCAN-02R-54bfea84553b4c65,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d4c0ddac62527f9b,SCAN-02R-58a76874c3967085,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d5b9b7d27e8a1098,SCAN-02R-f56f915bc229d6aa,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d79d25b742a78b2f,SCAN-02R-616075842b1e4c6e,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d845fea91633e63c,SCAN-02R-facac32c4f9e5032,FMT-02R-fb75879b9023,duplicate_declared_label,info,qk,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d930d58d82cc4510,SCAN-02R-1d86949e1fdc12c8,FMT-02R-fb75879b9023,duplicate_declared_label,info,qk,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-d967318e4569c881,SCAN-02R-f380a5a0600b447a,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-da1d0700d24ca297,SCAN-02R-eb6fd74d04998612,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-db3216aa4bbb640f,SCAN-02R-1e5b02c69224108d,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-dc3481f974957a00,SCAN-02R-379ac295ed92a194,FMT-02R-365d8346d6ba,duplicate_declared_label,info,sgu,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-dd4dd855dd7e599d,SCAN-02R-cfcdc3a373b26fb0,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-dd821b445967b77e,SCAN-02R-75faa4a614a8f130,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-e3217e8bc718c0e2,SCAN-02R-774f62fc1777bc6b,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-e3e3f990249fa8c7,SCAN-02R-a88a59b9d2315a05,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-e45fe04d518b6e17,SCAN-02R-b704f6a14f738619,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-e779a19e4e2249cb,SCAN-02R-c7a73b4824a01210,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-e84e50e653a6e631,SCAN-02R-b14e49e20117cb08,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-e91eb964799b0944,SCAN-02R-072b13029deb0fba,FMT-02R-de66a609ccd2,duplicate_declared_label,info,s2,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-eaa93bc86930ed0f,SCAN-02R-5b1259784f010264,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-ed51193e6b95f684,SCAN-02R-708cf4d83a29d78f,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f05dcc227ab4790a,SCAN-02R-d2b7e9ee069bd20e,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f2dd29556c77c25b,SCAN-02R-42c582e4eb747d10,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f49217c971d919b9,SCAN-02R-5ef2c24fed347fd7,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f63ef951a1143848,SCAN-02R-2af7f44831b57311,FMT-02R-00e53630cd36,duplicate_declared_label,info,s1,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f68cbbca810eefa6,SCAN-02R-f87c8c3cd06321c2,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f76a47fba5e4763c,SCAN-02R-f7776e64b8dc4ae4,FMT-02R-42b66acce1bb,duplicate_declared_label,info,ql,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f8a15a6658da3a6a,SCAN-02R-c74434b3ed5fc9b8,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f8fbd7ad64cebea7,SCAN-02R-4f9204b624c2d482,FMT-02R-de66a609ccd2,duplicate_declared_label,info,s2,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f937bff285ebc9d0,SCAN-02R-fede66c26a275769,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-f9ba9fd60372aa35,SCAN-02R-0e6d00a831c04e8d,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-fb9b9920221845cd,SCAN-02R-c949f2ba4994924e,FMT-02R-a96f4c9633b6,duplicate_declared_label,info,qk,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-fb9b9920221845cd,SCAN-02R-c949f2ba4994924e,FMT-02R-a96f4c9633b6,duplicate_declared_label,info,ql,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-fbeb377499311989,SCAN-02R-e99f0bd2152d59b1,FMT-02R-a20370d76087,duplicate_declared_label,info,sgl,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-fe70440779bc92de,SCAN-02R-ed685e6e0b6d3265,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
EXP-TAIPAN-001,FILE-02R-fe9d4b2cadb887cb,SCAN-02R-8e62e3b1b9deee81,FMT-02R-06137a7de1ad,duplicate_declared_label,info,en,31,All occurrences preserved by source_column_index; first occurrence only selected for wide mapping.
