scan_record_id,raw_scan_id,sequence_index,acquisition_state_id,acquisition_state_status,instrument_config_id,instrument_config_status,count_control_mode,lattice_state_id,UB_state_id,normalization_epoch_id,critical_unknown_fields,relevant_unknown_fields,normalization_compatibility_status,normalization_compatibility_group_id,classification_notes
SCAN-02R-113d971bbff5b0fe,104144,104,ACQSTATE-02R-6adc9825d6f4cc64,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-118b7f0b82f35923,104129,89,ACQSTATE-02R-6c0bdd080b2c5a8d,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-11f9a7978abc2be1,104183,143,ACQSTATE-02R-2db5d7be3b4beb37,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-183e2f7a146cbdf6,104182,142,ACQSTATE-02R-0393fd8a12137f3f,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-1c3a8acc71d9e5bd,104193,153,ACQSTATE-02R-72bc31d155544226,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-1d86949e1fdc12c8,104125,85,ACQSTATE-02R-6c0bdd080b2c5a8d,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-1dda1db143c363ba,104041,1,ACQSTATE-02R-e0b6de9c98c0c6b7,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-55ac4333b2057246,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-1e5b02c69224108d,104151,111,ACQSTATE-02R-896f06c2a7c231ec,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-20b2aca534749eb8,104045,5,ACQSTATE-02R-b75f4d6045c9a350,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-211255ce1a05d229,104103,63,ACQSTATE-02R-76dbf689e6cbf1b2,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-2161de9a5edbe1bf,104071,31,ACQSTATE-02R-c3afc250a187b5a4,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-22608464dd5aff80,104090,50,ACQSTATE-02R-361a3ee8046c2cc4,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-251028aabdf3c3e7,104105,65,ACQSTATE-02R-108dfc3a3c6afd9c,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-26c5588a4a75efc2,104201,161,ACQSTATE-02R-896f06c2a7c231ec,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-26cdfd757f62fb5b,104169,129,ACQSTATE-02R-896f06c2a7c231ec,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-291dabeaaa79ad80,104054,14,ACQSTATE-02R-28209d72681aed75,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-2a0e91f43e0fe127,104152,112,ACQSTATE-02R-896f06c2a7c231ec,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-2af7f44831b57311,104076,36,ACQSTATE-02R-c3afc250a187b5a4,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-2c07251df8824bce,104049,9,ACQSTATE-02R-28209d72681aed75,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-2c38778fb264b3af,104055,15,ACQSTATE-02R-28209d72681aed75,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-397acad65dd9e384,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-2f690557cfd20bec,104240,200,ACQSTATE-02R-896f06c2a7c231ec,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-306a96179bd778b6,104206,166,ACQSTATE-02R-896f06c2a7c231ec,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,monitor_controlled,LAT-02R-517a9644e4f59287,UB-02R-c7cdba07fed2dfd7,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-26ed32e42105dda7,Metadata-only; no normalization; acquisition state is not hardware identity.
SCAN-02R-31bc005deb88d4e2,104089,49,ACQSTATE-02R-be28a48a7631be59,recorded_v1_equivalence,INSTCFG-02R-d3a276575fd49dd8,recorded_verified_configuration_equivalence_only,time_controlled,LAT-02R-ae4c74e47a033f66,UB-02R-1d710a6baa059bbb,NORMEPOCH-02R-0001,filter_state;higher_order_suppression_state;attenuation_state;monochromator_reflection;analyzer_reflection;detector_hardware_identity;monitor_hardware_identity,monochromator_mosaic;analyzer_mosaic;unresolved_focusing_aperture_configuration_fields;other_unresolved_beam_path_configuration_fields,conditionally_supported,NORMCOMP-02R-bc7c0a966a7cf80b,Metadata-only; no normalization; acquisition state is not hardware identity.
